,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,tempo_bpm,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,is_ai
Turtle Power,-96.81638,60.041737,1.4284068,24.011948,4.7785583,4.1951056,4.465881,8.035864,-3.692603,4.958161,-3.962295,6.7907634,-1.6300797,2.9097095,-4.475898,3.213412,-4.654958,-1.568145,-4.4182763,-5.7585344,143,0.37932354,0.32694086,0.43428266,0.29945657,0.39706358,0.28190884,0.28326228,0.3850112,0.3544261,0.48090038,0.2878764,0.32032278,1
Twinkie in My Backpack,-142.14328,86.42098,7.1633,11.348165,5.1804457,-13.588441,0.15579413,-8.745312,-1.600603,14.541721,-3.0089214,8.879637,1.6828779,1.7286006,5.984996,8.998019,0.078202665,5.704088,5.3697243,6.425191,143,0.38603726,0.3758101,0.30732152,0.3553031,0.39593416,0.60077894,0.502536,0.38723773,0.2748319,0.24523914,0.37802863,0.2433145,1
Unbreakable Soul,-145.35562,86.153694,26.544203,9.852363,12.6748,1.2768115,-8.656123,1.4718199,-1.993404,-4.8029194,-8.990799,0.74518245,-12.454962,-0.35996315,-9.597467,-4.0253067,-8.941095,-5.0907254,-8.270665,-6.5902066,89,0.27211824,0.18029699,0.3155222,0.2389304,0.19678438,0.3429119,0.20124194,0.26279423,0.17635578,0.33279216,0.4893194,0.23102506,1
Underground,-202.7136,84.24232,10.253523,27.269093,0.7555691,-9.7186985,-3.8454337,-10.506746,-11.158608,-2.5348034,-9.919318,-2.9390173,-12.765082,-5.595973,-16.018726,-13.498612,-13.608356,-11.314835,-8.238814,-1.431776,129,0.2188557,0.29593098,0.17743436,0.3640457,0.18394443,0.38776463,0.18618529,0.22817072,0.24681145,0.2227562,0.43174225,0.22317699,1
Underwater Cataclysm,-177.10591,73.133514,25.443184,19.570345,10.58712,-3.522098,18.66737,-12.996304,5.3863697,6.010849,-10.102789,1.0784631,-10.8273325,-0.36032322,-7.7706537,-5.244926,-4.421776,-0.8374202,0.2884053,3.8149345,184,0.4944715,0.23247774,0.16268902,0.21738641,0.18063694,0.31131724,0.21107148,0.2860331,0.2061588,0.18676452,0.29206714,0.3201528,1
Unplug the Vacuum,-247.2472,84.78245,21.727081,27.338682,8.159882,-1.0135711,-7.555277,-7.9090385,-2.3715656,-14.557354,-11.702771,-8.677109,-15.595905,-6.468693,-18.008644,-9.9903145,-4.7698774,-4.9037313,-8.521544,-2.6717398,151,0.19639216,0.39214003,0.19857773,0.31814238,0.1156093,0.16768822,0.2944993,0.115065604,0.1679136,0.15984565,0.30269307,0.2781158,1
Unwanted Gift,-177.1641,104.81767,17.45588,36.43494,13.556069,-4.994011,-5.719604,0.88379776,-0.3039564,2.6469193,5.7820716,4.211775,-1.3741755,-1.9081963,-7.0636935,-2.349878,-6.19919,0.17933263,-0.14556086,0.534265,92,0.3180679,0.3600174,0.26817754,0.36657053,0.29941204,0.5454352,0.4132783,0.24507366,0.2474271,0.23284312,0.3734201,0.22112295,1
Useless Superpowers,-116.61682,75.49331,10.476849,28.745758,16.570213,10.407433,6.593015,2.038745,0.6875031,5.219854,-0.63635355,4.7442255,-1.7108061,1.7360862,-0.632956,0.7607117,-3.507077,1.4302101,-4.610562,-2.8132982,99,0.5336764,0.27681366,0.2118766,0.23694368,0.22993581,0.3082762,0.63856,0.6569413,0.3490157,0.26976234,0.3445606,0.5365178,1
Vanilla Ice Cream,-150.78021,99.474434,16.279623,24.757101,5.3804016,10.585309,0.97130585,5.5919485,1.6274133,4.0262313,-1.6428019,1.5749254,-2.7228098,-0.4210496,-3.3163848,3.5632155,1.6804589,7.91268,4.1290565,2.7315028,99,0.31640983,0.34688598,0.49373314,0.23552337,0.26022947,0.21445607,0.4917382,0.48761836,0.22339562,0.33469257,0.24891284,0.48858416,1
Velcro,-107.285255,60.34465,-34.792553,1.4185307,-25.29822,2.480838,-12.352233,-3.2768269,-9.357415,-0.3545315,-2.3968034,0.5578566,-7.3525496,-2.6834831,-4.6303773,-4.897125,-5.235649,1.6519381,-5.9578547,-1.0921583,86,0.2877593,0.54172283,0.27003422,0.2722249,0.3314219,0.31363258,0.30250612,0.25409052,0.45413846,0.23623943,0.21270025,0.29906797,1
Violet Heart,-265.53738,113.49506,14.935312,18.98962,6.262374,-0.55730164,-15.836219,-13.055344,-3.5160344,-6.654841,-7.574229,-6.9966335,-11.83082,-7.257186,-10.59531,-6.1802664,-6.1683354,-3.611301,-8.192511,-5.5026865,151,0.09690541,0.27133808,0.4809425,0.17157555,0.26633167,0.18456408,0.45690992,0.30686718,0.15557179,0.3274051,0.17777771,0.17982766,1
Vitamin K,-133.69386,75.49618,14.907028,19.543272,2.68632,6.403129,-5.4943795,-1.5530102,-2.1156127,1.0340174,-0.9119232,0.35575998,-12.4158325,-2.9438357,-3.7604399,0.6829343,-3.6223507,1.3195251,-2.7076852,-3.0585213,107,0.29690698,0.43499362,0.28521886,0.22461317,0.27937132,0.2598041,0.3880945,0.32084525,0.47108236,0.40595484,0.21545209,0.281807,1
Vultures,-177.15297,76.225174,5.4929404,6.3964224,-9.272891,1.4391874,-18.449835,-2.8521812,-6.425135,-9.686023,-6.6900992,-3.2186453,-8.345833,-1.8622006,-2.9294837,-0.57606065,-6.878288,-1.0417585,-8.061093,-6.3854694,89,0.2891311,0.2349284,0.38881755,0.22548342,0.20459738,0.22616081,0.22773528,0.3915008,0.25515306,0.35152316,0.42150596,0.22464138,1
Walking Past,-111.96915,96.65047,-18.525959,32.05443,-4.1735134,-0.71093524,0.9514845,1.5925202,9.272371,2.4082928,-2.1223905,3.6991408,-7.4652896,0.97715205,-5.846947,-1.8667092,-2.932424,1.970716,-2.1405425,-3.240496,107,0.4288545,0.4637522,0.2838901,0.31578088,0.25581264,0.4777014,0.32990733,0.36864084,0.5504555,0.42226836,0.44143328,0.29587334,1
Wasabi,-144.77711,63.685165,33.063274,29.932463,5.7289724,6.022006,-10.828151,7.23475,0.92320263,3.2498522,0.20831053,9.812488,-0.85528624,4.407803,-1.117774,2.1938536,-2.0795965,2.436406,-5.95036,-0.5537835,117,0.3930681,0.28499725,0.40831283,0.31451625,0.44806516,0.3007759,0.24767001,0.3486272,0.2912007,0.461053,0.26746553,0.32638875,1
Washing Machine,-177.21185,56.13268,24.680504,28.5074,-1.8862208,8.089215,8.145856,-12.8861685,2.6394506,-6.183926,-14.623693,-5.0027823,-11.953385,2.824114,-8.792384,0.95231944,-4.6536236,-9.773238,-8.780894,-7.7394023,172,0.26797867,0.464123,0.2816922,0.14013822,0.18307647,0.12617269,0.18800282,0.14089215,0.28062803,0.38243568,0.23151386,0.30878165,1
We Can Make This Work,-187.97957,82.864624,34.529392,27.792189,1.2988979,6.773501,6.1111774,-5.1366034,-3.764877,-5.132052,-6.271759,1.8674955,-8.689087,-0.48403165,-5.505057,-5.4735756,-3.1801486,-0.5073633,-6.0084305,-5.2726197,117,0.35761526,0.26496473,0.46295255,0.36843455,0.55438685,0.19694033,0.17625356,0.29315853,0.21869731,0.3402812,0.25306103,0.37265158,1
Wet Toothbrushes,-149.04262,63.987556,12.479453,26.600658,10.72601,-0.20536037,4.303659,-9.483178,9.601076,-1.5748776,-4.983436,-4.5970535,-10.199425,-0.6964697,-8.252833,-1.6541389,-4.457526,-7.9938064,-8.743714,-4.423743,123,0.179685,0.3099671,0.18879585,0.15526628,0.30068508,0.14556663,0.24410602,0.14570813,0.27731293,0.5345225,0.24074335,0.2959428,1
Woodpecker in the Trees,-78.73134,55.102108,7.3871737,50.279747,-2.3288512,12.839124,-2.384024,0.8119644,7.505179,6.820558,-0.1342713,3.516236,-4.506941,-0.8638005,-9.963923,-5.5834846,-5.124865,-0.23692052,-0.19260043,-1.4136505,92,0.2084378,0.31188297,0.4084178,0.63688624,0.4589391,0.2844387,0.24346061,0.28149587,0.34426746,0.4492359,0.6185108,0.30737063,1
World's Worst Lover,-165.44672,96.84647,41.09555,17.180265,0.7170964,5.6778297,-1.7679207,-14.076919,0.04651427,-8.095034,0.6057415,0.5828699,-7.038435,3.9202454,-15.13241,-3.5360496,-9.001252,-5.1436157,-6.08168,-4.6138973,63,0.3361291,0.20516677,0.40557492,0.21950914,0.29751414,0.24865565,0.18834911,0.33064708,0.17442243,0.23155673,0.12507889,0.28717148,1
Yard Sale,-167.51886,95.5391,1.12882,28.72543,4.8770943,-4.425168,-4.0886307,-1.0665947,-7.463258,-3.7109435,-5.473828,-1.7891706,-7.0215306,-2.8659773,-4.3928533,-5.3180013,-8.032775,-1.70347,-8.70754,-4.967169,161,0.23181975,0.23075798,0.46442354,0.30083206,0.19388478,0.35278162,0.15261468,0.1419823,0.13536777,0.2912868,0.43264377,0.18695141,1
Yippee Ki Yay,-62.486805,62.798737,-4.5304527,35.06312,-4.371596,12.972013,3.4386606,10.6158285,10.672792,4.31439,6.6413717,1.2572949,-0.7500006,5.5788045,-1.7457676,0.3695803,-3.0429895,5.2834454,1.4088881,-2.4841173,95,0.51082796,0.35640553,0.3520798,0.3938039,0.31998745,0.3550009,0.39674288,0.58511454,0.51255035,0.47481692,0.46410817,0.42684865,1
You Might Die,-116.786064,75.989655,18.444496,27.169865,2.2402408,3.802246,-0.17496313,0.38669136,-4.1844773,6.5062704,-6.199677,-3.60316,-8.416649,2.4831455,-3.8345242,-0.8977593,-1.1966302,-0.7993169,-5.6664157,-1.1759133,103,0.25578222,0.28553876,0.45189944,0.30636066,0.27729785,0.27426684,0.30361122,0.6467757,0.3484471,0.28820008,0.35720694,0.22967033,1
Your Local Restaurant,-139.03654,63.20736,-6.8938065,8.58344,-7.310955,-4.454183,-9.203983,2.3904436,-5.9927287,0.9919273,-5.2082634,-0.43072075,-8.117306,-0.6352558,-6.5305166,-3.6056955,-6.0075426,-0.34848854,-4.823692,-5.7492995,151,0.34542552,0.5128924,0.3737528,0.3293902,0.32617304,0.30211726,0.340065,0.34648082,0.43349302,0.4848334,0.3665457,0.4030588,1
the dirty farmer,-123.34588,70.86656,10.511336,22.365776,8.172049,11.881813,-0.9354163,-0.67654777,-2.923547,-5.4039207,2.3740623,5.7084494,-3.7230814,-1.388034,-10.511634,-2.2902062,-2.1048143,-0.5295568,-2.8285072,-2.6792097,86,0.27799347,0.60178715,0.25774598,0.37355652,0.33697435,0.19759429,0.2311392,0.1873709,0.44246402,0.18661436,0.1593545,0.3000866,1
! (The Song Formerly Known As),-46.25743,58.35086,-34.57835,37.972282,5.5612965,22.426287,-1.8498697,9.949669,0.7928904,5.593939,-0.032843243,6.183733,1.1377589,2.4611568,-1.5066385,2.1865306,-0.6204704,3.2215881,-1.7248255,3.0607004,117,0.6143296,0.60266465,0.5884963,0.5678787,0.5000005,0.53252095,0.6237004,0.4950537,0.5132369,0.41507393,0.47628972,0.6287415,0
#Beautiful,-158.39703,118.51635,-10.602601,21.022537,1.8927522,-7.643268,-7.229514,-5.145906,-12.659951,-1.0029432,-4.564463,-7.682385,-4.7858334,-3.4495385,-6.305766,-2.5391283,-10.499268,-5.856483,-2.3566778,-3.9854782,107,0.22477904,0.24565372,0.1480675,0.19726244,0.36485067,0.23095325,0.41282064,0.29104814,0.3112936,0.24168025,0.20525844,0.32310048,0
#SELFIE,-13.671178,64.19699,-17.036175,19.566404,-4.0357494,-2.264096,-4.7128477,-5.882388,-8.4058695,-1.5630983,-4.9583426,3.0373533,-5.9467363,-2.473382,-6.97804,-1.9149057,-3.6960642,-3.4500055,-5.2559934,-0.4515876,129,0.47083026,0.40857667,0.3637062,0.37495893,0.39122358,0.6656983,0.47332466,0.33814734,0.34050393,0.39067718,0.3426901,0.33665368,0
#WHERESTHELOVE,-191.67543,114.349045,18.42784,15.444811,-3.9999788,-8.652182,-18.890541,-8.759432,-24.231535,-13.442882,-11.274992,-14.486594,-10.375062,-7.398764,-10.172554,-6.6303506,-8.789312,-3.3009467,-7.5218244,-1.0569023,112,0.24747083,0.22534087,0.11292764,0.22398026,0.125392,0.23574951,0.11219897,0.30931798,0.582394,0.2255348,0.3012915,0.15164296,0
'74-'75,-144.90756,99.81544,14.657141,27.255276,8.7551985,15.13635,5.431409,3.597847,-1.0593339,5.1973214,-4.1994114,0.7529127,-5.4485097,-1.5358638,-5.035479,-3.0730605,-7.1020937,0.15625234,-5.5662436,-2.2345493,143,0.23580626,0.27001503,0.23490499,0.47183213,0.2756713,0.22715072,0.40131333,0.28410083,0.48498502,0.25215235,0.29605484,0.4028427,0
'Til You Do Me Right,-114.621445,101.246994,40.359158,27.809292,18.440134,17.24297,7.4003544,4.6804895,0.0782765,3.351943,0.62509215,2.823117,-1.9586197,2.8108025,-2.4706116,1.4277815,0.4505843,1.1999828,-1.2779971,0.7799192,151,0.6038052,0.2495378,0.21691926,0.13171847,0.19486898,0.47059098,0.22390465,0.33435956,0.24597466,0.468286,0.32361618,0.24095282,0
(Baby I've Got You) On My Mind,-38.441944,96.538635,-38.638126,35.784203,5.209767,4.5827694,1.8223292,-1.8664877,1.902742,1.2788774,-4.665357,1.532276,-5.835138,0.13560547,-4.9108315,-1.1054733,-10.948532,-4.8223796,-7.4327273,-4.086205,73,0.32792544,0.3063557,0.36369,0.3939676,0.35485083,0.59724844,0.3008283,0.3183378,0.35836327,0.4528544,0.75547034,0.38433367,0
(Can't Get My) Head Around You,-87.12875,103.05667,-26.001265,30.433691,13.8405,-17.862276,6.3456216,-2.4238224,-4.0906444,5.445911,-7.7545805,3.1173723,-8.921645,-4.9380827,-8.529814,-2.188378,-6.910638,-3.2414777,-3.0027509,-2.2244391,143,0.26930678,0.31280956,0.37017322,0.32934085,0.47619912,0.3425353,0.4121058,0.46099052,0.4131645,0.4562596,0.3097352,0.34617335,0
(Can't Live Without Your) Love And Affection - Remastered 2017,-79.87422,66.208015,-14.52205,17.503183,-4.095115,5.324746,-3.9862099,2.7379963,-5.557883,4.2811313,-6.8098865,1.7755463,-4.322755,-2.1224496,-3.531303,-4.3687983,-6.784228,-1.5546682,-6.1753216,-0.9238121,123,0.43674085,0.49286863,0.27451217,0.3536341,0.24748859,0.35321927,0.2627552,0.2761418,0.57103556,0.31134042,0.38819554,0.28047538,0
(Dancin’) On A Saturday Night,-127.10001,141.70123,-10.047376,34.29305,7.2693696,4.2085037,-3.7588801,4.9100204,-2.4212286,3.6689959,-6.630146,-0.09781574,-2.6462166,1.0047959,-4.5508804,-0.019461334,-3.2132678,1.6020602,-0.9184625,5.3287835,107,0.18772155,0.10796687,0.30487153,0.123785935,0.31664556,0.31832933,0.14536732,0.3987219,0.14086364,0.29463658,0.1349389,0.09392168,0
(Don't Fear) The Reaper,-97.97072,97.99861,-12.751969,25.644047,9.441578,13.004862,4.000445,3.180735,-2.2610974,2.305428,-3.7668715,5.583013,-0.5072849,0.84338963,0.3509821,2.8571746,-0.6215015,-1.8793027,-2.517294,4.3657985,143,0.32686076,0.30873603,0.49274248,0.31084874,0.43285996,0.39158535,0.3682583,0.6549955,0.32948834,0.3932645,0.22818293,0.3548256,0
(Everything I Do) I Do It For You,-224.01161,116.16997,-12.248187,21.499296,-6.7978053,-0.7118035,-12.761205,-5.611202,-11.656498,-9.037297,-8.485944,-12.487532,-11.098551,-5.47753,-7.4665527,-11.521537,-11.358757,-8.649674,-9.623241,-5.373066,129,0.22039662,0.53830016,0.20315051,0.39083207,0.13410415,0.18021366,0.107479945,0.12593804,0.44684815,0.14790235,0.18975821,0.08365608,0
(Girls Girls Girls) Made to Love,-255.46391,94.04933,-3.9070723,32.170532,1.861786,-17.51411,5.849883,-13.082886,-8.114472,0.98329365,-14.078866,9.779415,-8.42907,1.8716244,-5.3573623,-7.107972,-0.14232564,-2.3434608,-7.3541384,-0.2623569,129,0.28760424,0.40812618,0.22161643,0.23702878,0.31707388,0.21109644,0.2819237,0.17361131,0.30645865,0.32901552,0.27707997,0.4365784,0
(Glad I'm Not) A Kennedy,-202.84262,79.337234,-5.571332,28.028076,2.2464614,4.55821,-6.5660963,5.0288115,-2.6017501,-0.6049461,-4.7463326,-0.1894107,-8.691968,-3.9800475,-9.056173,-0.682262,-11.369697,-6.256871,-7.20828,-0.36331508,112,0.36725268,0.21761201,0.37314734,0.23136465,0.45906988,0.29512376,0.20133668,0.3232355,0.24250898,0.26621777,0.14803034,0.29069212,0
(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,-204.51468,119.92146,5.4477215,19.712065,-9.649536,3.9585505,-5.3741117,-0.8486536,-12.025322,-2.190282,-0.99745005,-2.0574358,-2.7252836,-4.0143175,-5.4165535,-2.1105516,-6.0970545,-4.4216866,-5.1477566,-6.6930933,123,0.16539899,0.15784793,0.15875196,0.25614417,0.37802827,0.15890713,0.16262254,0.20213918,0.3847252,0.29604253,0.21810623,0.35150447,0
(I Can't Get No) Satisfaction - Mono,-59.013817,93.76875,-32.387676,47.54277,7.61451,15.220473,-5.179989,6.327176,-1.7808063,-1.5460701,-7.6816306,4.321979,-6.109776,3.7792025,-3.967942,0.07390451,-3.6081638,-2.4039795,-2.71363,2.9440498,135,0.35805348,0.42748466,0.32912123,0.35771015,0.57403857,0.39634493,0.3759912,0.28807625,0.3455169,0.50502956,0.31410298,0.37229717,0
(I Can't Help) Falling In Love With You,-235.93782,107.62639,-4.297949,24.857176,5.6237326,4.0764904,-3.0910885,-3.8862765,-3.481996,-6.416628,-5.031219,-2.7416313,-6.079729,0.031025475,-5.5084085,2.4032528,-10.265566,-2.2683275,-12.212337,-0.44240463,172,0.24534152,0.44006047,0.37648383,0.26497525,0.356708,0.26669303,0.42220002,0.24193819,0.23871766,0.45697787,0.21368168,0.27187413,0
(I Just) Died In Your Arms,-221.57617,92.30644,-2.7874565,3.6665375,-1.4313475,4.9601145,-3.535696,-2.040668,-12.265139,-1.3342023,-5.173571,-0.40683314,-8.104206,-1.9009383,-5.588046,0.23734759,-9.562658,-0.3484162,-2.5459569,0.6460729,123,0.23274909,0.3896215,0.2552806,0.15497522,0.35508835,0.20861542,0.44782832,0.22956553,0.14723606,0.36618266,0.22998649,0.47805974,0
(I've Had) The Time Of My Life - From _Dirty Dancing_ Soundtrack,-283.78882,109.5797,-5.4848914,27.30824,13.782252,8.95964,5.562214,4.4914618,4.7937436,3.4501417,1.8481034,3.7505095,0.33110145,2.6262226,-4.7369733,-2.792135,-3.429504,3.0258842,-0.45807466,7.9402285,107,0.22315031,0.30045426,0.37303042,0.34332612,0.59291357,0.30785066,0.29844347,0.19127391,0.32654974,0.321227,0.22031887,0.428317,0
(If You're Not In It For Love) I'm Outta Here!,-141.22234,65.98662,-5.503825,16.450111,-2.4404917,7.964318,-2.2184412,3.0832531,-4.937457,-1.730574,-7.9104533,1.4968507,-6.106598,-2.5602565,-1.8184011,-2.452771,-5.055133,-1.8577089,-8.844954,-3.835109,117,0.51295394,0.25164792,0.2691668,0.2697197,0.27246562,0.324355,0.31981504,0.34692463,0.20705046,0.22569767,0.43344897,0.36957392,0
(Just Like) Starting Over - Remastered 2010,-288.64224,103.187416,-9.523458,17.11773,-13.103376,-0.8670819,-0.9789941,-1.8930434,-13.2225685,-5.2001734,-10.818805,-8.075806,-7.333191,-0.82194513,-6.8338575,-7.1956162,-4.8705134,-2.5557413,-8.727803,0.31925827,107,0.23940206,0.39671946,0.18085048,0.10495837,0.22312361,0.1823294,0.33483258,0.22752994,0.32501945,0.47629383,0.24948113,0.33548093,0
(Kissed You) Good Night,-159.2887,83.39612,-0.48050275,28.254263,13.146034,-2.830317,-8.252495,-0.21262807,-9.115222,-3.6084023,-2.5120358,0.28132406,-8.603456,-2.8483782,-4.606084,-5.8947287,-15.508818,-2.056815,-7.752626,-5.3384295,117,0.19333936,0.28239548,0.22828124,0.6443203,0.42809406,0.24221358,0.35612863,0.1620474,0.119642526,0.11723051,0.29553565,0.5019769,0
(Last Night) I Didn't Get To Sleep At All,-211.89426,123.29828,-2.482394,29.175085,1.5286732,8.154529,7.6130633,4.78304,-9.185132,1.5225754,-8.081595,-2.818142,-6.1400757,-4.7346187,-8.810846,-2.5328946,-6.123474,0.684243,-5.119057,-3.4953756,103,0.38171777,0.2647896,0.24972543,0.37656876,0.23481327,0.34840146,0.24387231,0.36423475,0.37863073,0.23018724,0.3265581,0.2186934,0
(Love Is Like A) Heat Wave,-7.2151628,81.634674,6.4552717,32.450165,-5.4855146,11.033994,3.4813762,0.75997114,0.43143296,-2.1690006,1.2991562,-1.4104252,-3.9079416,2.0804546,-2.469706,1.1013004,-5.4074993,0.7564154,-5.0153213,-1.025091,83,0.35285273,0.21550533,0.29292256,0.39626548,0.31052536,0.45575055,0.44813585,0.66815645,0.49023616,0.27999505,0.34787253,0.2597387,0
(Love Is) Thicker Than Water,-141.63902,88.89445,13.074873,25.726711,10.457775,5.2454767,-3.4894528,1.037234,-4.8581457,7.745886,-0.017331623,-1.3507355,-6.852511,-3.5111156,-5.7411566,-2.0470593,-4.7238994,-2.319562,-8.671178,-3.073131,95,0.21313,0.37526163,0.2530861,0.19484507,0.33053842,0.27259967,0.45458862,0.26996836,0.43591553,0.3676164,0.19058709,0.26799905,0
(Marie's The Name) His Latest Flame,-45.08293,97.17491,2.671319,24.467443,3.3610032,9.59304,1.9703509,6.4684153,-4.1274867,0.15756169,-3.3132894,-1.564976,-7.758617,1.1697408,-4.759695,-0.90619344,-5.0521364,-1.1054429,-2.5390518,-0.58743227,107,0.29728907,0.18122827,0.2797876,0.26537052,0.3770343,0.28746453,0.37712187,0.6901162,0.3981555,0.24547246,0.23577787,0.5189113,0
(Remember the Days of The) Old Schoolyard,-278.37704,103.64662,26.94899,10.449766,2.196622,14.309124,-4.6407595,-8.234671,3.362222,-7.2406816,0.20000672,-6.208473,4.305105,-2.4150834,-4.729864,-5.913502,-7.374817,-1.1704637,0.52068156,0.5049132,143,0.3140001,0.19897054,0.31676447,0.23774146,0.5265507,0.21672021,0.33126298,0.37959617,0.24660851,0.36564755,0.19143462,0.2564195,0
(Say) You're My Girl,-166.8183,138.26424,-20.226042,35.85494,1.487159,1.0588622,1.3365498,-1.2278987,-10.814257,6.59877,-2.8247,-0.5538748,1.5799787,-4.283005,-2.4636958,-1.4911499,-8.072284,-0.8936484,-0.031509023,-0.13131553,161,0.37766114,0.24279898,0.36124402,0.26236585,0.35667768,0.313316,0.28834432,0.39316985,0.24875003,0.26241407,0.2003127,0.33438966,0
"(Shake, Shake, Shake) Shake Your Booty",-169.84909,101.38951,17.552502,37.538326,22.622091,2.176383,-11.580156,0.69157404,-18.051605,3.6248093,-11.131667,-7.8064313,-8.083525,-8.868983,-6.0034003,-8.638383,-8.169606,-8.430378,-6.9180837,-6.089641,99,0.1376671,0.2576457,0.13571693,0.21354969,0.116980635,0.19305201,0.28297296,0.26258096,0.4492086,0.22764534,0.28648278,0.19829923,0
(Sittin' On) the Dock of the Bay,-186.09116,125.999054,16.83797,40.802284,11.851028,17.212223,3.236471,13.607017,0.76625764,1.5297246,1.285145,2.0208948,-1.6603698,-1.0647274,-2.541061,0.6865976,-3.2282045,0.055949632,-2.3582814,-3.3693182,103,0.2666976,0.28170726,0.407559,0.26676503,0.24992618,0.17790322,0.3043159,0.44289905,0.268205,0.23250237,0.23441929,0.28844362,0
(Such An) Easy Question,-194.78989,145.91489,-9.570909,19.671543,16.728449,2.6243255,7.2993937,2.210553,-13.131839,-3.0304215,-6.7115264,-3.396514,-6.997666,1.900235,-0.26723304,1.6766268,-3.8816473,0.7165311,-5.712227,-0.2542592,103,0.45067552,0.1984462,0.2610721,0.23163602,0.3009034,0.42112908,0.2550625,0.37492064,0.36562225,0.32683957,0.2966368,0.3218924,0
(The Man Who Shot) Liberty Valance,-176.1857,83.07314,-3.4454622,24.455196,1.5128019,5.9360657,4.1317787,11.787308,-4.428796,5.558716,-2.6022637,-0.3616076,-7.3948255,3.5393388,-1.2646561,3.4975019,-6.9351687,-0.66883653,3.0715399,4.651118,89,0.33215162,0.38932484,0.22786516,0.28723192,0.3084838,0.25796986,0.34272465,0.31332985,0.44278327,0.2385136,0.23925748,0.35649383,0
(Theme From) The Monkees,-102.705734,59.67829,3.1539621,30.535,3.5189564,8.754543,-4.718627,5.248609,-8.349615,6.442118,-4.092562,5.419775,-5.7083955,2.9981058,-2.0964336,-0.7205,-4.3965526,-2.9999804,-7.3434205,-6.4364676,83,0.39251825,0.2809129,0.27879936,0.27883822,0.3639411,0.2510896,0.15587795,0.17162861,0.23569264,0.38386688,0.2403924,0.2784003,0
(There's Gotta Be) More To Life,-73.95275,62.347942,15.829636,18.791862,3.089419,-0.79278696,3.5389993,-0.1754251,3.7706537,-3.7312243,-6.601649,-2.5712676,-5.6277127,-1.6639591,-7.4200435,3.0457022,2.0096905,3.905024,2.4301808,-0.3526564,89,0.36267963,0.32526648,0.27815586,0.27142367,0.22451043,0.38390547,0.34325573,0.43821782,0.43039095,0.3818088,0.39629805,0.2900365,0
